Db,Source,originalsource,Site,Habitat_type,Latitude,Longitude,Site_name,Plot,sitename,Soil_type,Year collected,Depth,U_depth_cm,L_depth_cm,Center Depth (cm),BD_reported_g_cm3,Gamma Year,fractionC,fractionOM,fraction inorgC,fracCmodeled,fractionN,,notes,DOI,,N_perc,OC_perc,C/N,,C density,N density mg cm-3,C:N=15,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 8.5,,,,,,,17.84345,0.99335208,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 9.0,,,,,,,18.9275,0.890009016,,0.048316809,,,,0.001930496,,,,,0.193049588,4.831680884,25.0281854,,,0.171815874,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 9.5,,,,,,,20.01155,0.958904392,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 10.0,,,,,,,21.0956,0.899283393,,0.038179899,,,,0.001698534,,,,,0.169853417,3.817989947,22.47814629,,,0.152746357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 10.5,,,,,,,22.17965,1.0556229,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 11.0,,,,,,,23.2637,1.124518276,,0.029906654,,,,0.001293307,,,,,0.129330703,2.990665413,23.12417185,,,0.14543474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 11.5,,,,,,,24.34775,0.709821109,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 12.0,,,,,,,25.4318,1.463695512,,0.02244608,,,,0.00089602,,,,,0.089602035,2.244608024,25.05085996,,,0.131150096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 12.5,,,,,,,26.51585,0.909882682,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 13.0,,,,,,,27.5999,1.027137312,,0.044053594,,,,0.001610255,,,,,0.161025514,4.405359381,27.35814511,,,0.165395314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 13.5,,,,,,,28.68395,0.921144426,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 14.0,,,,,,,29.768,0.816476451,,0.039810153,,,,0.001415547,,,,,0.141554671,3.981015251,28.1235173,,,0.115576056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 14.5,,,,,,,30.85205,0.823101006,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 15.0,,,,,,,31.9361,0.695909543,,0.043983026,,,,0.001671432,,,,,0.167143228,4.398302581,26.3145724,,,0.116316568,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 15.5,,,,,,,33.02015,1.043036245,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 16.0,,,,,,,34.1042,0.801239974,,0.04474973,,,,0.001574809,,,,,0.157480857,4.474972972,28.41598056,,,0.126179958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 16.5,,,,,,,35.18825,0.99931418,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 17.0,,,,,,,36.2723,1.126505643,,0.046087693,,,,0.00176411,,,,,0.176411049,4.60876929,26.12517363,,,0.198728042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 17.5,,,,,,,37.35635,0.909220226,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 18.0,,,,,,,38.4404,0.788653318,,0.050696381,,,,0.00215624,,,,,0.21562402,5.069638106,23.51147201,,,0.170052599,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 18.5,,,,,,,39.52445,0.924456704,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 19.0,,,,,,,40.6085,0.692597265,,0.049595413,,,,0.002229102,,,,,0.222910249,4.959541311,22.24905017,,,0.154387029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 19.5,,,,,,,41.69255,0.920481971,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 20.0,,,,,,,42.7766,0.879409727,,0.052142567,,,,0.00200384,,,,,0.200384012,5.214256722,26.02132106,,,0.17621965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 21.0,,,,,,,44.5782,0.960063689,,0.033630572,,,,0.0012025,,,,,0.120250033,3.36305718,27.96720387,,,0.11544769,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 22.0,,,,,,,46.7568,0.9613886,,0.033663101,,,,0.001374027,,,,,0.137402711,3.366310133,24.49959038,,,0.1320974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 23.0,,,,,,,48.9354,1.03856467,,0.038649597,,,,0.001454358,,,,,0.145435771,3.864959701,26.57502808,,,0.151044454,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 24.0,,,,,,,51.114,0.994180149,,0.04320514,,,,0.001476714,,,,,0.147671385,4.320513951,29.25762468,,,0.146811959,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 25.0,,,,,,,53.2926,0.96436965,,0.041407501,,,,0.001266766,,,,,0.126676608,4.140750102,32.68756697,,,0.122163076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 26.0,,,,,,,55.4712,0.899449007,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 27.0,,,,,,,57.6498,0.939527567,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 28.0,,,,,,,59.8284,1.06241307,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 29.0,,,,,,,62.007,0.573520882,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 30.0,,,,,,,64.1856,0.820616798,,0.056220448,,,,0.001203518,,,,,0.120351799,5.622044772,46.71342543,,,0.098762708,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 31,,,,,,,66.3642,0.630492059,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 32,,,,,,,68.5428,0.799086993,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 33,,,,,,,70.7214,0.820948026,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 34,,,,,,,72.9,0.925947229,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 35,,,,,,,75.0786,0.70004989,,0.053877734,,,,0.001555034,,,,,0.155503367,5.387773447,34.64731048,,,0.108860115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 36,,,,,,,77.2572,0.816642065,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 37,,,,,,,79.4358,0.770270177,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 38,,,,,,,81.6144,0.836515731,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 39,,,,,,,83.793,0.899780235,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 40,,,,,,,85.9716,0.890837085,,0.045017877,,,,0.001630036,,,,,0.163003625,4.501787729,27.61771539,,,0.145209674,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 41,,,,,,,88.1502,0.925284773,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 42,,,,,,,90.3288,1.065062892,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 43,,,,,,,92.5074,0.890505857,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 44,,,,,,,94.686,0.852083436,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 45,,,,,,,96.8646,0.827572581,,0.039987427,,,,0.001428124,,,,,0.142812395,3.998742668,27.99996934,,,0.118187622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 46,,,,,,,99.0432,0.939527567,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 47,,,,,,,101.2218,0.944164756,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 48,,,,,,,103.4004,0.980599811,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 49,,,,,,,105.579,0.989211733,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.54815933,48.50848675,,De 31 50,,,,,,,107.7576,0.856058169,,0.038003211,,,,0.001416273,,,,,0.141627276,3.800321067,26.83325686,,,0.121241186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 0.5,,,,,,,0.50065,0.885371827,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 1.0,,,,,,,1.7288,0.581304735,,0.030175922,,,,0.001461711,,,,,0.14617105,3.017592161,20.64425313,,,0.084969924,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 1.5,,,,,,,2.95695,0.636951,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 2.0,,,,,,,4.1851,1.083446033,,0.034180401,,,,0.001720918,,,,,0.172091829,3.418040124,19.86172239,,,0.186452209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 3.5,,,,,,,5.41325,0.428719143,,0.03809004,,,,0.00191808,,,,,0.19180797,3.809003966,19.85842384,,,0.082231748,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 4.0,,,,,,,9.0977,0.762817552,,0.05209629,,,,0.002441769,,,,,0.244176883,5.209629002,21.3354718,,,0.186262412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 4.5,,,,,,,10.32585,0.764142464,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 5.0,,,,,,,11.554,0.893321293,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 5.5,,,,,,,12.78215,0.95029247,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 6.0,,,,,,,14.0103,1.059597634,,0.042747279,,,,0.001933926,,,,,0.19339258,4.274727921,22.10388795,,,0.20491832,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 6.5,,,,,,,15.23845,0.817801362,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 7.0,,,,,,,16.4666,1.039723967,,0.043934001,,,,0.002174034,,,,,0.217403389,4.39340006,20.20851692,,,0.226039514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 7.5,,,,,,,17.69475,0.623701889,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 8.0,,,,,,,18.9229,0.566730713,,0.049132745,,,,0.002265072,,,,,0.226507184,4.913274477,21.69147301,,,0.128368578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 8.5,,,,,,,20.15105,0.939030726,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 9.0,,,,,,,21.3792,1.151678953,,0.057406184,,,,0.002537843,,,,,0.25378429,5.740618378,22.62006993,,,0.292278025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 9.5,,,,,,,22.60735,0.693922176,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 10.0,,,,,,,23.8355,0.735656875,,0.049413849,,,,0.002296995,,,,,0.229699489,4.941384927,21.51238973,,,0.168980008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 10.5,,,,,,,25.06365,0.614427512,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 11.0,,,,,,,26.2918,0.908557771,,0.049426802,,,,0.002158269,,,,,0.215826854,4.942680207,22.90113636,,,0.196091165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 15.0,,,,,,,27.51995,0.743068097,,0.060181684,,,,0.002290441,,,,,0.229044109,6.018168434,26.27515055,,,0.17019537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 15.5,,,,,,,37.34515,0.76612983,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 16.0,,,,,,,38.5733,0.850261683,,0.066636416,,,,0.002230895,,,,,0.223089505,6.663641623,29.86981224,,,0.189684458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 17.5,,,,,,,39.80145,0.490989963,,0.079343162,,,,0.002404419,,,,,0.240441904,7.93431619,32.99889109,,,0.118054561,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 18.0,,,,,,,43.4859,0.888021649,,0.086407411,,,,0.002220713,,,,,0.222071318,8.640741135,38.90975753,,,0.197204138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 18.5,,,,,,,44.71405,0.481273949,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 19.0,,,,,,,45.9422,1.100669877,,0.1251111,,,,0.002576728,,,,,0.257672764,12.51111002,48.55425864,,,0.283612649,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 19.5,,,,,,,47.17035,0.507109715,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 20.0,,,,,,,48.3985,0.619064701,,0.058270444,,,,0.001942553,,,,,0.194255333,5.827044394,29.99683093,,,0.12025662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 21.0,,,,,,,50.4176,0.548347572,,0.045678994,,,,0.001860572,,,,,0.186057227,4.567899358,24.551045,,,0.102024029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 22.0,,,,,,,52.8882,0.652353091,,0.043399221,,,,0.001721054,,,,,0.172105358,4.339922125,25.21665896,,,0.112273463,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 23.0,,,,,,,55.3588,0.599687876,,0.05198006,,,,0.002085646,,,,,0.208564554,5.198006011,24.92276812,,,0.125073634,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 24.0,,,,,,,57.8294,0.768614038,,0.053906244,,,,0.002208795,,,,,0.22087949,5.39062436,24.40527348,,,0.169771077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 25.0,,,,,,,60.3,0.51158129,,0.054378399,,,,0.002158711,,,,,0.215871064,5.437839858,25.19022121,,,0.110435597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 26.0,,,,,,,62.7706,0.580476665,,0.062338717,,,,0.002202842,,,,,0.220284193,6.233871747,28.29922416,,,0.127869834,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 27.0,,,,,,,65.2412,0.599025421,,0.058587296,,,,0.002202843,,,,,0.220284319,5.858729553,26.596217,,,0.131955907,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 28.0,,,,,,,67.7118,0.630492059,,0.059857095,,,,0.002028402,,,,,0.202840243,5.985709531,29.50947719,,,0.127889163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 29.0,,,,,,,70.1824,0.638772753,,0.060563491,,,,0.002010264,,,,,0.201026392,6.056349088,30.12713416,,,0.128410182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 30.0,,,,,,,72.653,0.650034497,,0.051612544,,,,0.00196129,,,,,0.196128994,5.161254436,26.31561157,,,0.127490612,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 31,,,,,,,75.1236,0.733503895,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 32,,,,,,,77.5942,0.673220441,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 33,,,,,,,80.0648,0.7371474,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 34,,,,,,,82.5354,0.78318806,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 35,,,,,,,85.006,0.703693396,,0.053388047,,,,0.002054602,,,,,0.205460159,5.338804692,25.98462266,,,0.144580957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 36,,,,,,,87.4766,0.69706884,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 37,,,,,,,89.9472,0.824260304,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 38,,,,,,,92.4178,0.839165553,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 39,,,,,,,94.8884,0.921641268,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 40,,,,,,,97.359,0.695743929,,0.05255757,,,,0.001844906,,,,,0.18449059,5.255757045,28.48794096,,,0.128358208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 41,,,,,,,99.8296,0.87825043,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 42,,,,,,,102.3002,0.871625875,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 43,,,,,,,104.7708,0.715948823,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 44,,,,,,,107.2414,0.840159237,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,-13.55591631,48.52810376,,De 32 45,,,,,,,109.712,0.515224795,,0.068597358,,,,0.002260842,,,,,0.226084195,6.859735794,30.34150971,,,0.116484183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Arias-Ortiz-et-al-2020,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
